book_number|book_name|chapter_name|title|commentary|text|section_number|source|num_tokens
5|Udyoga Parva|Chapter Six|Bhishma Assesses the Heroes and Reveals Shikhandi's Mysterious Birth|False|"Then, mounting our chariots,  Bhishma continued, we went to Kurukshetra. We fought for many s, but my preceptor was not able to defeat me. Desisting from any further fighting, he went to Amba and told her that he could not persuade me to marry her by commands or warfare. Amba, feeling frustrated, then went to the forest and performed severe austerities for many years. She desired to gratify the renowned demigod, Lord Shiva. When Lord Shiva was satisfied with her, he appeared before her and informed her that in her next life she would be born as the King Drupada's son and would cause my death. After receiving this benediction, she made a funeral pyre out of logs, and placing herself in the fire, she gave up her body. She has now taken birth as Shikhandi, who possesses extraordinary prowess. In my opinion he is a maharathi.
"|153|https://www.kaggle.com/datasets/tilakd/mahabharata|200
5|Udyoga Parva|Chapter Six|Bhishma Assesses the Heroes and Reveals Shikhandi's Mysterious Birth|False|"When Amba took birth in the family of Drupada,  Bhishma continued, she took birth as a girl. Drupada himself had worshiped Lord Shiva for a child who would kill me. Lord Shiva appeared before him and told him that he would beget a female child that would later become a male. He then disappeared from that place. In due course Drupada's queen gave birth to a beautiful girl with lotus eyes. They named her Shikhandi. The queen told everyone that a boy had taken birth, remembering the promise of Lord Shiva. This secret was kept for many years. When it came time for Shikhandi to be married, Drupada arranged for the daughter of Hiranyavarman, the King of the Dasarnakas, to be his wife. A wedding ceremony was arranged, but when Hiranyavarman's daughter came to know in due course that Shikhandi was a woman, she informed her father of the fraud. Outraged and feeling humiliated, Hiranyavarman gathered a huge army to attack King Drupada. When Drupada came to know of this, he felt like a thief caught in the act. However, remembering Lord Shiva's promise, he sent word to Hiranyavarman that the rumor was not true. In the meantime, he prepared himself for war. When Shikhandi found out the suffering her parents were going through, she left the city to end her life by fasting. She soon found a forest that was owned by a powerful yaksha. No human beings were allowed to go there. Despite this she roamed the forest and upon seeing a beautiful mansion, she entered it and began to perform austerities. The owner of the mansion, a yaksha named Stunakarna, saw her and asked why she was fasting. Shikhandi then told him everything. The yaksha, feeling compassion, promised to give her his manhood for a certain time. Both agreed and Shikhandi left the yaksha's mansion as a man, and the yaksha became a woman. Shikhandi returned to Drupada's capital and told her father about the temporary manhood. Drupada excitedly sent news to King Hiranyavarman and invited him to inspect his son regarding his manhood. King Hiranyavarman sent to Drupada's city many beautiful women who inspected Shikhandi and confirmed that he was a man. They told the King of the Dasarnakas that Shikhandi was actually a male, and the King again made friends with Drupada.
"|154|https://www.kaggle.com/datasets/tilakd/mahabharata|540
5|Udyoga Parva|Chapter Six|Bhishma Assesses the Heroes and Reveals Shikhandi's Mysterious Birth|False|"Bhishma continued, Meanwhile, the lord of wealth, Kuvera went to Stuna's mansion and requested his presence. When Kuvera saw and heard what had happened, he cursed Stuna to remain a woman forever. However, Stuna's servants begged Kuvera for a time limit on the curse, and Kuvera said that as long as Shikhandi lived, Stuna would have to be a woman. Upon the death of Shikhandi, he would receive his manhood.
"|155|https://www.kaggle.com/datasets/tilakd/mahabharata|106
5|Udyoga Parva|Chapter Six|Bhishma Assesses the Heroes and Reveals Shikhandi's Mysterious Birth|False|"After King Hiranyavarman had left Drupada's capital, Shikhandi returned to Stuna's abode to give back his manhood. When Shikhandi learned of Kuvera's curse, he considered it the will of providence. He then returned to the city of Drupada and remained a man, a great maharathi.
"|156|https://www.kaggle.com/datasets/tilakd/mahabharata|75
5|Udyoga Parva|Chapter Six|Bhishma Assesses the Heroes and Reveals Shikhandi's Mysterious Birth|False|"O King, this is the history of Shikhandin, who has been born a woman and now transformed to manhood. Formerly she was Amba, the daughter of the King of Kashi. If he challenges me to battle, I will not look at him for a moment, nor will I release my weapons at him. I will not, O son of Dhritarastra, release weapons upon a woman, or one that was a woman before, or even one that resembles a woman. I will not for this reason kill Shikhandi.
"|157|https://www.kaggle.com/datasets/tilakd/mahabharata|114
5|Udyoga Parva|Chapter Six|Bhishma Assesses the Heroes and Reveals Shikhandi's Mysterious Birth|False|"When the night had passed and the sun's rays were about to appear on the horizon, Duryodhana asked the great kings present, O heroes, before us is arrayed the Pandava army. It appears invincible and consists of mighty warriors. Please tell me how long it will take each of you to annihilate this host of men.
"|158|https://www.kaggle.com/datasets/tilakd/mahabharata|70
5|Udyoga Parva|Chapter Six|Bhishma Assesses the Heroes and Reveals Shikhandi's Mysterious Birth|False|"Bhishma then gave his estimate, I can, O King, annihilate the Pandava army at a rate of ten thousand common warriors every . I will also be able to slay one thousand chariot fighters each . If, however, I use my celestial weapons and kill hundreds and thousands at a time, I can, O Bharata, finish the slaughter in one month.
"|159|https://www.kaggle.com/datasets/tilakd/mahabharata|78
5|Udyoga Parva|Chapter Six|Bhishma Assesses the Heroes and Reveals Shikhandi's Mysterious Birth|False|"Drona, the preceptor, then gave his opinion, I have become old, O mighty-armed one. My prowess and energy have weakened. With the fire of my weapons I can consume the Pandava army within a month's time, like Shantanu's son Bhishma.
"|160|https://www.kaggle.com/datasets/tilakd/mahabharata|60
5|Udyoga Parva|Chapter Six|Bhishma Assesses the Heroes and Reveals Shikhandi's Mysterious Birth|False|"Then Saradwat's son opined he could annihilate the army in two month's time. Drona's son, Ashvatthama vowed that he could annihilate it in ten s, and the foolish Karna vowed he could annihilate it in five s. Hearing this, Ganga's son laughed and said, You boast impressive words as long as you have not met Partha and his chariot driver, Krishna. You can accomplish this act in words only.
"|161|https://www.kaggle.com/datasets/tilakd/mahabharata|97
5|Udyoga Parva|Chapter Six|Bhishma Assesses the Heroes and Reveals Shikhandi's Mysterious Birth|False|"Through spies, Yudhisthira learned of the time limit Duryodhana's principal generals estimated they could annihilate the Pandava army. In the presence of all the great fighters on his side, Yudhisthira inquired from Arjuna, O Dhananjaya, I have heard that Bhishma, our grandsire, has vowed to annihilate our army in one month's time. Drona has vowed the same and Kripa has vowed two months. Drona's son has said ten s and the wicked son of Radha has vowed five s. Therefore, I ask you, O Phalguna, how long will it take you to destroy the enemy.
"|162|https://www.kaggle.com/datasets/tilakd/mahabharata|144
5|Udyoga Parva|Chapter Six|Bhishma Assesses the Heroes and Reveals Shikhandi's Mysterious Birth|False|"Do not have any fear, O King,  Arjuna replied. Unquestionably I say that with Vasudeva as my chariot driver, I can decimate the three worlds in a mere twinkling of an eye. I have in my possession the Pashupati astra given to me by Lord Shiva. It is not, however, proper to use it on common warriors. We shall, though, kill the enemy in a fair fight. All the great maharathis will slaughter the enemy forces, and even yourself will be competent to annihilate Duryodhana's forces.
"|163|https://www.kaggle.com/datasets/tilakd/mahabharata|123
5|Udyoga Parva|Chapter Six|Bhishma Assesses the Heroes and Reveals Shikhandi's Mysterious Birth|False|"After thus encouraging King Yudhisthira, Arjuna, in the first rays of sunlight, made final corrections in the battle lines of their massive army. Thousands of chariot fighters, thousands of horses, hundreds of thousands of foot soldiers and thousands of elephants were arrayed in their proper stations. Duryodhana also made final arrangements to align his forces in battle formation on the sacred field of Kurukshetra. Thus in the early morning calm those great forces, arrayed against each other, stood ready for combat. This was the dawn of a war so terrifying that it would be heard and spoken about for thousands upon thousands of years.
"|164|https://www.kaggle.com/datasets/tilakd/mahabharata|132
5|Udyoga Parva|Chapter Six|Bhishma Assesses the Heroes and Reveals Shikhandi's Mysterious Birth|False|"Thus Ends the Sixth Chapter of the Udyoga Parva, Entitled, Bhishma Assesses the Heroes and Reveals the Mystery of Shikhandi's Birth.
"|165|https://www.kaggle.com/datasets/tilakd/mahabharata|36
5|Udyoga Parva|Chapter Six|Bhishma Assesses the Heroes and Reveals Shikhandi's Mysterious Birth|True|"Chapter Commentary
"|166|https://www.kaggle.com/datasets/tilakd/mahabharata|3
5|Udyoga Parva|Chapter Six|Bhishma Assesses the Heroes and Reveals Shikhandi's Mysterious Birth|True|From the movement of millions upon millions of troops, we can see the level of management needed to organize such a massive battle. This is hardly possible for primitive civilizations. The amount of weapon, tents, food, water, doctors etc. is mind boggling. To, we are being brain washed into believing that man is progressing, but in comparision to the Vedic historical records, man is regressing in this age of Kali. His memory, life span, bodily strength, luck, religious and pious activities all diminish in Kali Yuga. As this age progresses, more and more hellish enviorments will be created because of sinful activities. The best alternative is not to take birth again in this world, but to develop a spiritual body fit for the kingdom of God.|167|https://www.kaggle.com/datasets/tilakd/mahabharata|160
12|Shanti Parva|NA|The Lamentation of Maharaja Yudhisthira|False|"Having offered water unto all the deceased friends and relatives, the Pandavas continued to live on the banks of the Ganges for the period of one month. Many great sages and rishis came to see King Yudhisthira and offer him some consolation. Thousands of brahmanas came to comfort the King who was mourning the death of so many kinsmen. At that time the great sage Narada visited the King and spoke to him, O Yudhisthira, by the prowess of your arms and by the grace of the Supreme Lord Krishna, you have conquered the earth. By good luck, you have escaped this great slaughter of men. O son of Pandu, after defeating the sinful Duryodhana, are you not happy? I hope that grief and lamentation are not afflicting you.
"|1|https://www.kaggle.com/datasets/tilakd/mahabharata|169
12|Shanti Parva|NA|The Lamentation of Maharaja Yudhisthira|False|"O Narada,  Yudhisthira replied, indeed, I have conquered the whole earth relying on the grace of Krishna, the blessings of the brahmanas and the strength of Bhima and Arjuna. There is, however, a heavy grief that is still sitting in my heart. I feel that my own greed has caused this great slaughter of kinsmen. Lamenting the death of Abhimanyu and the sons of Draupadi, I feel victory to be defeat. What will Subhadra say to me? The lamentation of Draupadi is more than I can bear. It was after the slaughter of all these men that I came to know that Karna was my brother. He was born of the union of the Sun god and my mother Kunti. He was regarded by the whole world to be the son of Radha, but in actuality, he was my mother's eldest son. I have, unknowingly, caused him to be slain. This is burning my limbs like fire burns a heap of cotton. Neither Arjuna nor Bhima nor the twins knew him to be our eldest brother. However, he knew that we were his younger brothers. He was informed of this by Lord Krishna and my mother. Because of his close ties with Duryodhana, he could not come to our side. He did, however, agree not to take our lives. If I could have had both Arjuna and Karna, I could have conquered over any of the great maharathis. During the gambling match, even though provoked by Karna's words, I became pacified by his sight. He always seemed to resemble our mother in many ways. I tried to find out the reason for the likeness, but I never came to any conclusion. O Narada, why has the earth swallowed up his chariot wheels? Why was my elder brother cursed? I desire to hear all that you know regarding this subject matter.
"|2|https://www.kaggle.com/datasets/tilakd/mahabharata|403
12|Shanti Parva|NA|The Lamentation of Maharaja Yudhisthira|False|"O great King,  Narada said, I will tell you the history of this son of Kunti as you have asked. After he was raised by Radha and Athiratha, he came to Hastinapura to learn the science of arms. When he saw the strength of Bhimasena, the quickness of Arjuna, the intelligence of yourself, and the humility of the twins, he burned with envy. He could not tolerate the friendship between Krishna and Arjuna, nor the affection the people in general had for you. He then made friends with Duryodhana, led by his nature and his hate towards all of you. Upon seeing Arjuna's superiority in weaponry, he one  approached the great Drona and requested him, Please teach me the mantras for releasing and withdrawing the Brahmastra weapon. The affection you feel towards your disciples is the same as you feel towards your own son. Therefore, please bestow your blessings upon me so that I may become a master of arms.' Knowing the wickedness of Karna and feeling partiality towards Arjuna, Drona replied, Only a brahmana who has observed vows or a kshatriya who has practiced austere penances, should be acquainted with this weapon.'
"|3|https://www.kaggle.com/datasets/tilakd/mahabharata|261
12|Shanti Parva|NA|The Lamentation of Maharaja Yudhisthira|False|"After being rejected by Drona, Karna traveled to mount Mahendra where the great sage Parashurama lived. He bowed before the great rishi and with folded hands, he pleaded, I am a brahmana descending in the line of Bhrigu. Please instruct me in the science of arms.' Hearing that the youth was a brahmana, Parashurama replied, Indeed, you are welcome here.' Karna then took up his abode in the great sage's hermitage and became his disciple. While residing on Mount Mahendra, he met many Gandharvas, Yakshas and Rakshasas. He made friends with them, and they instructed him in how to use many weapons. He became a great favorite of the demigods. One  as he was roaming the area around the hermitage, he happen to kill a cow by accident. When he informed the brahmana who owned the cow, the brahmana became enraged and cursed Karna saying, O wretched person, you shall bear the fruit of this sinful act. While fighting with you worst enemy, the earth shall devour your chariot wheel. In that state of confusion, your enemy will cut off your head. Just as you have killed my cow when she was inattentive, so your enemy will kill you in the same way!' Karna tried to pacify the brahmana, but the brahmana would not withdraw the curse. Thus Karna returned to his preceptor greatly unhappy.
"|4|https://www.kaggle.com/datasets/tilakd/mahabharata|310
12|Shanti Parva|NA|The Lamentation of Maharaja Yudhisthira|False|"Narada continued, Parashurama was very pleased with the prowess of Karna, as well as his affection, sense control and the services he rendered toward toward him. Parashurama happily gave to Karna the mantras for releasing and withdrawing the Brahma weapon. Having acquired knowledge of this weapon, he continued to reside happily in the ashrama of Parashurama. One  while roaming the forests with Karna, Parashurama became fatigued due to his continued fasts. He lay down on his disciple's lap and fell fast asleep. While he was sleeping, a worm that lived on flesh and blood began to eat away at Karna's leg. Karna was unable to throw away or kill the worm. The worm gradually bored through Karna's leg, and Karna, not wanting to disturb his preceptor, tolerated the pain. When blood touched Parashurama's face, the great sage awoke and saw the blood. He inquired, How have I been made impure? Cast off all fear and tell me what has happened.' Karna then informed him that a worm had bitten his leg. Parashurama then saw that worm which resembled a small boar. It had eight legs and very sharp teeth. It was covered with bristles that were like needles. As soon as the rishi cast his glance upon the worm, it gave up its life force. A Rakshasa then suddenly appeared in the heavens. He addressed the rishi in the following words, O best of the ascetics, you have kindly rescued me from this hellish condition. Formerly, I was a great asura of the name Dansa. During the Satya Yuga, I took away the wife of the great sage Bhrigu. He cursed me saying, You shall become a worm and live on flesh and blood.' I then humbly requested him that there be an end to the curse. He replied, This curse shall end when you are killed by the great sage Parashurama.' O righteous one, by your grace I have been released from this hellish existence. I now take leave of you.' Having revealed his past, the Rakshasa went his own way.
"|5|https://www.kaggle.com/datasets/tilakd/mahabharata|454
12|Shanti Parva|NA|The Lamentation of Maharaja Yudhisthira|False|"Narada Muni continued, Parashurama angrily addressed Karna, O fool, no brahmana could endure such pain. Your patience is like that of a warrior. You must tell me truthfully what caste you were born in.' Fearfully Karna replied, O descendent of Bhrigu, I am the son of a carpenter. My mother's name is Radha. Do not be displeased with me. It was for obtaining the science of arms that I presented myself in the way that I did. You are my preceptor and are like a father. Please do not take seriously the faults of your son.' Karna then prostrated himself before his martial guru and asked that he be merciful. Parashurama was enraged that this person had lied to him. He cursed Karna in the following words, Since you have lied to me and approached me under false pretenses, I say that you will not be able to remember the hymns of the brahmastra weapon when you are fighting with your foremost enemy. You must now leave my ashrama for this is no place for such false behavior.' Although cursed in this way, Parashurama blessed Karna as he was leaving, On earth there shall be no kshatriya who will be your equal in battle.' Karna then returned to Hastinapura and to the presence of his friend Duryodhana.
"|6|https://www.kaggle.com/datasets/tilakd/mahabharata|288
12|Shanti Parva|NA|The Lamentation of Maharaja Yudhisthira|False|"Having obtained the science of weapons from Parashurama, Karna began to pass his s in Duryodhana's company. Once upon a time, many kings went to the country of the Kalingas, ruled by a king named Chitrangada. The city was named Rajapura. Hearing that many kings had assembled in this city hoping to gain the King's daughter, Duryodhana accompanied by Karna, also attended the ceremony. Some of the prominent Kings were Shishupala, Jarasandha, Bhishmaka, Vakra, Nila and Rukmi. When these kings had taken their proper seats, the King's daughter entered the arena accompanied by her guards. She was, indeed, beautiful, and all the Kings were attracted to her. While she was being informed of the princes and Kings present, the beautiful maiden passed by Duryodhana, thus rejecting him. Not tolerating her rejection and relying on Karna's prowess, Duryodhana took the maiden by force and put her on his chariot. There was a great uproar from all the kings present, and they all immediately put on their coats of armor to fight with Duryodhana. As they pursued the fleeing King, Karna stood to challenge them. Singlehandedly, he fought with them and defeated them. He shattered their bows, lances, darts, maces and clubs. He killed their horses and charioteers, but left them with their lives. Thus Duryodhana obtained his queen by the grace of the powerful Karna.
"|7|https://www.kaggle.com/datasets/tilakd/mahabharata|324
12|Shanti Parva|NA|The Lamentation of Maharaja Yudhisthira|False|"Narada continued, Hearing of Karna's fame and his superior strength, Jarasandha, the ruler of Magadha, challenged him to single combat. Both warriors were masters of celestial weapons, and both were very powerful. As their battle progressed, they soon exhausted their arrows and other weapons, and then fought with bare arms. Karna knew the secret of Jarasandha's birth and was about to sever him in two. Jarasandha, understanding his antagonists motives and feeling himself defeated, cast off his desire to fight and said, I am pleased with you.' Out of a desire to win his friendship, he gave Karna a town called Malini. Thus Karna became famous on earth as a great fighter. However, due to his being cursed by his preceptor and the brahmana, as well as his being belittled by Bhishma and Salya, Karna has been killed by the wielder of the Gandiva bow. Even though he has fallen in battle, you should not lament for this was his destiny.
"|8|https://www.kaggle.com/datasets/tilakd/mahabharata|218
12|Shanti Parva|NA|The Lamentation of Maharaja Yudhisthira|False|"After Narada had revealed Karna's history, the royal King Yudhisthira could not control his emotions and began to shed tears. Kunti then came forward and spoke to her son, O my mighty armed Yudhisthira, do not grieve in this way. I tried previously to inform Karna of his relationship with you. I tried to persuade him to give up his enmity. The Sun god also spoke to him. However, because of his intimate friendship with Duryodhana, he would not change his position. I tried to persuade him otherwise, but he would not agree. I then gave up the attempt.
"|9|https://www.kaggle.com/datasets/tilakd/mahabharata|133
12|Shanti Parva|NA|The Lamentation of Maharaja Yudhisthira|False|"When King Yudhisthira heard his mother's words of consolation, he could not contain his anger and grief. He said to her, Because you have concealed this knowledge from me, I will be subdued, not by war, but by sinful reactions. I curse all womenhood that henceforward no woman shall succeed in keeping a secret.  Reflecting over the death of so many kinsmen, the King could not be pacified.
"|10|https://www.kaggle.com/datasets/tilakd/mahabharata|90
12|Shanti Parva|NA|The Lamentation of Maharaja Yudhisthira|False|"While engaging in various lamentations, King Yudhisthira looked up at Arjuna and spoke to him, O Partha, if we had led a mendicant's life in the cities of the Vrishnis and the Andakas, then this unnecessary slaughter of so many men would have never taken place. Shame on the duties of a kshatriya! Shame on strength and prowess! It is because of these duties that this terrible massacre of men has taken place. Blessed are the qualities of forgiveness, sense control, purity, renunciation, non violence, and humility. Because we have desired sovereignty of the earth, we have committed many sinful acts. We were like a pack of dogs fighting for a piece of meat. We no longer desire that piece of meat, and it will be thrown aside. For Duryodhana's sinful determination, this whole kshatriya race has been exterminated. We never showed any hatred or envy for the sons of Dhritarastra. On the other hand, they always hated us though we tried to avoid them in all circumstances. Now, having slain them, our wrath has been pacified. The only atonement as prescribed in the scriptures is to lead a renounced life. I shall therefore abandon this kingdom and enter the forest to lead a mendicant's life. Now that peace has been restored on earth, I hand this kingdom over to you. Rule it according to your desire.
"|11|https://www.kaggle.com/datasets/tilakd/mahabharata|296
12|Shanti Parva|NA|The Lamentation of Maharaja Yudhisthira|False|"Upon hearing his elder brother's determination, Arjuna said, I grieve to see the great agitation of your heart. You have achieved a superhuman feat, and now you are bent on destroying it. Having slain your enemy and acquired the sovereignty of the earth, why should you abandon everything through fickleness of heart? Why have you killed all the kings of the earth? You are born in a race of great monarchs. Now, having won the conquest of the earth, why are you desiring to abandon virtue and profit from folly? If you retire to the forest, dishonest men will become prominent and destroy the sacrificial fires of the brahmanas. This sin will surely accrue due to your lack of responsibility. The wealth that kings take from others becomes the means of their prosperity. We have never seen that wealth has been won without doing harm to others. The royal sages have declared that this is the duty of the kshatriyas. This earth formerly belonged to Dilipa, Nahusha, Ambarisha, and Mandhatri. She now belongs to you. It is now your duty to perform a horse sacrifice so that the sins of killing so many men will not accrue to you, and your citizens will prosper.
"|12|https://www.kaggle.com/datasets/tilakd/mahabharata|254
12|Shanti Parva|NA|The Lamentation of Maharaja Yudhisthira|False|"O King,  Bhima added, your intelligence has become covered to the truth. If, renouncing the duties of a King, you would lead a life of idleness, then this massacre of Dhritarastra's sons was uncalled for. Are forgiveness, compassion, and non violence not to be found among those of the kshatriya race? If we had known that after this great battle, you would have renounced the kingdom, then we would have never slain a single creature. We would have lived in the forest till the demise of this body. Wise men, acquainted with the duties of a kshatriya, say that those, who unrighteously steal another's property or unlawfully usurp the throne, should be slain. Duryodhana and his followers were guilty of this fault and thus they have been killed. O Yudhisthira, govern this world righteously. It has been laid down that a life of renunciation should be adopted only in times of distress. A king should only lead a life of renunciation when he is decrepit or devoid of his kingdom. Men of wisdom, therefore, do not sanction renunciation as the duty of a kshatriya. You are, O Monarch, conversant with all duties. There is nothing that is not known to you. We always wish to imitate your conduct, but we cannot do so.
"|13|https://www.kaggle.com/datasets/tilakd/mahabharata|287
12|Shanti Parva|NA|The Lamentation of Maharaja Yudhisthira|False|"Hearing Bhima's advice, Nakula then spoke to his elder brother, O Yudhisthira, real renunciation for a kshatriya is to protect the citizens. One who gives in charity to the brahmanas, who are conversant with Vedic knowledge, leads a life of true renunciation. That king, who neglects his citizens and does not give them protection, is the very embodiment of Kali. If you do not give protection to the citizens, then you will incur sin. As the ancient kings before you have performed their duties, so should you also perform your duty.
"|14|https://www.kaggle.com/datasets/tilakd/mahabharata|125
12|Shanti Parva|NA|The Lamentation of Maharaja Yudhisthira|False|"Sahadeva then added, O King, it is not by casting off external objects that one attains success. One who renounces all material possessions, but still internally covets them, only deludes himself and makes no spiritual progress. O King, such a person lives in the jaws of death. Behold, O descendent of Bharata, the forms of all creatures to be manifestations of your own self. Please protect them as they are in great need.
"|15|https://www.kaggle.com/datasets/tilakd/mahabharata|95
12|Shanti Parva|NA|The Lamentation of Maharaja Yudhisthira|False|"Arjuna then turned to Lord Krishna and requested Him, This great King, O Krishna, is grieving for the loss of so many kinsmen. O Madhava, please comfort him. Once again, O descendent of Vrishni, we have fallen into a great danger. It behooves You to dispel his grief.
"|16|https://www.kaggle.com/datasets/tilakd/mahabharata|70
12|Shanti Parva|NA|The Lamentation of Maharaja Yudhisthira|False|"Thus addressed by Arjuna, the lotus eyed Lord turned his face toward Yudhisthira. Whatever was spoken by Lord Govinda could not be rejected by the King. From the very beginning Lord Krishna was dearer to him than Arjuna. Taking up the hand of the King with His Own, Lord Krishna, whose hands and eyes resembled lotus flowers said, Do not, O tiger among men, grieve for those who are already dead. No amount of lamentation will bring them back to life. Those great warriors who fell in this battle are like objects seen in dreams. They only temporarily exist. All the warriors in this great battle attained a higher destination that is the pride of a fallen warrior. Death is the destination for all who take birth in this world. One may die to or tomorrow, according to one's predestined activities. Therefore, O King, cast off this lamentation and act according to the duties suited for the King of this world.
"|17|https://www.kaggle.com/datasets/tilakd/mahabharata|199
12|Shanti Parva|NA|The Lamentation of Maharaja Yudhisthira|False|"Seeing the King still plunged in grief, Vyasadeva, the grandfather of the Pandavas, then spoke words for the King's benefit. He said, O Ajatashatru, protection of the citizens is the duty of a King. You should follow in the footsteps of those greatly pious monarchs who proceeded you. The first and foremost duty of a kshatriya is to protect those who take shelter under him. A person who transgresses the laws of justice and morality must be punished. The Kauravas were offenders in every sense of the word. Therefore, they deserved to die at Kurukshetra.
"|18|https://www.kaggle.com/datasets/tilakd/mahabharata|132
12|Shanti Parva|NA|The Lamentation of Maharaja Yudhisthira|False|"I do not doubt your advice,  Yudhisthira said. Everything about justice and morality is known to you. I have, however, for the sake of a kingdom caused many persons to be slain. This is burning my heart like a forest fire.
"|19|https://www.kaggle.com/datasets/tilakd/mahabharata|53
12|Shanti Parva|NA|The Lamentation of Maharaja Yudhisthira|False|"Vyasadeva then questioned Maharaja Yudhisthira, O descendent of Bharata, is the Supreme Lord the cause of all action, or is man the ultimate cause? Is everything the result of chance, or are the fruits we enjoy the result of previous actions? If man acts according to the desires of the Supreme Lord, then the fruits of those acts should be awarded to that Supreme Being. If a person cuts down a tree in the forest with the use of an axe, then it is the person that incurs the sin and not the axe. O Yudhisthira, you have been but an instrument in this great battle desired by the Supreme Lord Himself. No one, O King, can turn away from that which has been predestined by the Supreme Lord. If is is necessary to ascertain what is good and what is bad, then one should consult the scriptures. In those scriptures it has been laid down that kings should stand with the rod of chastisement uplifted in their hands. Actually, these kings have died through the influence of time. Neither you nor Bhima nor Arjuna nor the twins have killed anyone. The Supreme Lord Himself has said, Time I am the destroyer of all things, and I have come to engage all people.' You have simply been an instrument in the hands of that Supreme Being. Therefore, O Yudhisthira, do not fall under the sway of lamentation. Act according to the duties of a King. Protect the citizens and engage them according to their prescribed activities.
"|20|https://www.kaggle.com/datasets/tilakd/mahabharata|314
12|Shanti Parva|NA|The Lamentation of Maharaja Yudhisthira|False|"O holy one,  Yudhisthira said, I desire to hear in detail the duties of the four Varnas and four Ashramas. I desire to hear how one can subjugate the world by treading the path of morality.
"|21|https://www.kaggle.com/datasets/tilakd/mahabharata|52
12|Shanti Parva|NA|The Lamentation of Maharaja Yudhisthira|False|"If, O King, you wish to hear about the science of of morality and the duties for all men,  Vyasadeva replied, then approach Bhishma, the grandsire of the Kurus.
"|22|https://www.kaggle.com/datasets/tilakd/mahabharata|43
12|Shanti Parva|NA|The Lamentation of Maharaja Yudhisthira|False|"After causing the slaughter of so many men,  Yudhisthira said, I have become an offender to all persons. I have caused our grandsire to be slain on the field of battle by means of deceit. How then cln I ask him the science of morality?
"|23|https://www.kaggle.com/datasets/tilakd/mahabharata|57
12|Shanti Parva|NA|The Lamentation of Maharaja Yudhisthira|False|"In your grief do not be impertinent,  Lord Krishna said. You should follow the advice given by the great sage Vyasa. We shall enter the city of Hastinapura, and after being greeted by the citizens, we will see to your coronation. Then we will approach the great grandsire of the Kuru dynasty and receive his final instructions.
"|24|https://www.kaggle.com/datasets/tilakd/mahabharata|74
12|Shanti Parva|NA|The Lamentation of Maharaja Yudhisthira|False|"King Yudhisthira then cast off all lamentation and ascended the royal chariot which was drawn by sixteen spotlessly white oxen. To the sounds of musical instruments and to glorification by the bards and minstrels, King Yudhisthira started for Hastinapura. Bhima took the reins of the beautiful chariot, and Arjuna held the royal umbrella over his elder brother's head. Nakula and Sahadeva fanned the King with chamara wisks that were as white as the rays of the moon. Behind the royal chariot rode Yuyutsu and behind him rode the Lord of the universe, Lord Krishna, accompanied by Satyaki. At the head of the procession rode King Dhritarastra and his chaste wife Gandhari. They were riding on a special royal palanquin. Also in that procession were the ladies such as Kunti and Draupadi. Behind the procession were a large number of chariots, elephants, horsemen and foot soldiers.
"|25|https://www.kaggle.com/datasets/tilakd/mahabharata|211
12|Shanti Parva|NA|The Lamentation of Maharaja Yudhisthira|False|"While the procession was proceeding towards the city of the elephants, the jubilant citizens were busy decorating the city to greet their King. The citizens were joyous and quickly saw to it that the streets were dampened with perfumed water, and that flowers and festoons were hung from the beautifully decorated houses. After all was made ready, they anxiously awaited the arrival of the King.
"|26|https://www.kaggle.com/datasets/tilakd/mahabharata|78
12|Shanti Parva|NA|The Lamentation of Maharaja Yudhisthira|False|"At the time when the Pandavas entered the city, thousands upon thousands of citizens came out to behold the sight. The well adorned streets and squares were indeed beautiful. As the King passed in his procession, the ladies threw flowers and praised him accordingly. They exclaimed, All glories to the pious King Yudhisthira. All glories to the son of Vayu, Bhima. All glories to the son of Indra, Arjuna, and all glories to Nakula and Sahadeva.  There was an uproar of drums, kettledrums, conchshells and trumpets. The cheers of the citizens and the showers of flowers combined to present a wondrous scene. After thirteen years of exile, the Pandavas were greeted by the pious citizens of Hastinapura. Having passed through the streets of the city, Yudhisthira entered the palace of Kurus which was decorated with every conceivable ornament. The people, belonging to the city as well as other provinces, approached the palace uttering auspicious words. By good luck, O foremost of Kings, you have vanquished your enemies and recovered the kingdom. Be our monarch for a hundred years and protect us as Indra protects the denizens of heaven.  The King then descended from his chariot and entered the beautifully decorated palace. He offered obeisances to the deities of the demigods and worshiped them accordingly. He then came out of the palace again and saw a large number of brahmanas desiring to bless him with benedictions. When they surrounded him, it appeared as if the moon was present with its many luminaries. The King then worshiped those brahmanas and bestowed upon them all kinds of wealth. Then loud shouts of This is a blessed   filled the sky. The King heard those sounds as well as the sounds of drums and conchshells. This was all indicative of his triumph.
"|27|https://www.kaggle.com/datasets/tilakd/mahabharata|404
